,,,,,,,,,MONDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
participant,role,field,experience,product focus,managerial,technical,work location,day,time,emails,slack,convo (i),meeting (f),collab,1-1,read,document,investigation,prep/plan,brainstorm,infrastructure,training,demos,proposal,presentation,feedback,review,code,debug,test,triage,prototype,case work,ML work,design work,breakfast,lunch,break,pack up,event,WFH,office,appt,emergency,life,out,creative,slides,design,hackathon,architecture,feature,data,tools,effects,plan,learn,replication
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,06:00-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,07:00 - 08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,08:00 - 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,09:00 - 10:00,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,10:00 - 11:00,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,11:00 - 12:00,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,12:00 - 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,13:00 - 14:00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,14:00 - 15:00,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,15:00 - 16:00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,16:00 - 17:00,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,17:00 - 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,18:00 - 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,19:00 - 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,20:00 - 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,21:00 - 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,22:00 - 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Monday,23:00 - 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,TUESDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
participant,role,field,experience,product focus,managerial,technical,work location,day,time,emails,slack,convo (i),meeting (f),collab,1-1,read,document,investigation,prep/plan,brainstorm,infrastructure,training,demos,proposal,presentation,feedback,review,code,debug,test,triage,prototype,case work,ML work,design work,breakfast,lunch,break,pack up,event,WFH,office,appt,emergency,life,out,creative,slides,design,hackathon,architecture,feature,data,tools,effects,plan,learn,replication
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,06:00-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,07:00 - 08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,08:00 - 09:00,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,09:00 - 10:00,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,10:00 - 11:00,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,11:00 - 12:00,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,12:00 - 13:00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,13:00 - 14:00,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,14:00 - 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,15:00 - 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,16:00 - 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,17:00 - 18:00,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,18:00 - 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,19:00 - 20:00,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,20:00 - 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,21:00 - 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,22:00 - 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Tuesday,23:00 - 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,WEDNESDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
participant,role,field,experience,product focus,managerial,technical,work location,day,time,emails,slack,convo (i),meeting (f),collab,1-1,read,document,investigation,prep/plan,brainstorm,infrastructure,training,demos,proposal,presentation,feedback,review,code,debug,test,triage,prototype,case work,ML work,design work,breakfast,lunch,break,pack up,event,WFH,office,appt,emergency,life,out,creative,slides,design,hackathon,architecture,feature,data,tools,effects,plan,learn,replication
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,06:00-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,07:00 - 08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,08:00 - 09:00,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,09:00 - 10:00,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,10:00 - 11:00,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,11:00 - 12:00,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,12:00 - 13:00,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,13:00 - 14:00,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,14:00 - 15:00,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,15:00 - 16:00,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,16:00 - 17:00,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,17:00 - 18:00,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,18:00 - 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,19:00 - 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,20:00 - 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,21:00 - 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,22:00 - 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Wednesday,23:00 - 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,THURSDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
participant,role,field,experience,product focus,managerial,technical,work location,day,time,emails,slack,convo (i),meeting (f),collab,1-1,read,document,investigation,prep/plan,brainstorm,infrastructure,training,demos,proposal,presentation,feedback,review,code,debug,test,triage,prototype,case work,ML work,design work,breakfast,lunch,break,pack up,event,WFH,office,appt,emergency,life,out,creative,slides,design,hackathon,architecture,feature,data,tools,effects,plan,learn,replication
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,06:00-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,07:00 - 08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,08:00 - 09:00,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,09:00 - 10:00,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,10:00 - 11:00,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,11:00 - 12:00,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,12:00 - 13:00,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,13:00 - 14:00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,14:00 - 15:00,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,15:00 - 16:00,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,16:00 - 17:00,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,17:00 - 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,18:00 - 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,19:00 - 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,20:00 - 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,21:00 - 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,22:00 - 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Thursday,23:00 - 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FRIDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
participant,role,field,experience,product focus,managerial,technical,work location,day,time,emails,slack,convo (i),meeting (f),collab,1-1,read,document,investigation,prep/plan,brainstorm,infrastructure,training,demos,proposal,presentation,feedback,review,code,debug,test,triage,prototype,case work,ML work,design work,breakfast,lunch,break,pack up,event,WFH,office,appt,emergency,life,out,creative,slides,design,hackathon,architecture,feature,data,tools,effects,plan,learn,replication
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,06:00-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,07:00 - 08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,08:00 - 09:00,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,09:00 - 10:00,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,10:00 - 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,11:00 - 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,12:00 - 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,13:00 - 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,14:00 - 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,15:00 - 16:00,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,16:00 - 17:00,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,17:00 - 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,18:00 - 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,19:00 - 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,20:00 - 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,21:00 - 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,22:00 - 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Friday,23:00 - 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,SATURDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
participant,role,field,experience,product focus,managerial,technical,work location,day,time,emails,slack,convo (i),meeting (f),collab,1-1,read,document,investigation,prep/plan,brainstorm,infrastructure,training,demos,proposal,presentation,feedback,review,code,debug,test,triage,prototype,case work,ML work,design work,breakfast,lunch,break,pack up,event,WFH,office,appt,emergency,life,out,creative,slides,design,hackathon,architecture,feature,data,tools,effects,plan,learn,replication
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,06:00-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,07:00 - 08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,08:00 - 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,09:00 - 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,10:00 - 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,11:00 - 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,12:00 - 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,13:00 - 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,14:00 - 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,15:00 - 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,16:00 - 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,17:00 - 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,18:00 - 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,19:00 - 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,20:00 - 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,21:00 - 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,22:00 - 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p28,senior manager of services,pgm,10,n,y,n,remote,Saturday,23:00 - 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,